Id	Lemma / verb	ف ع ل root  ماده 	و ز ن	Pattern  Name (for sorting similar patterns)	Pattern / Weight / Measure	Buckwalter (lemmas) , basic translation (verbal data) (click to: 1. study this entry further 2. study roots also + remaining patterns from same root 3. Post correction messages on corpus messageboard)	frequency	Part-of-speech (for lemmas)	ل	ل	ل	ع	ف	
1290	خَيْرَٰت	خ ي ر	(فَعْلَة) فَعْلَات	N21.1t	fa'l aat.pl	xayora`t	10	Noun			ر	ي	خ	
1291	خِيَرَة	خ ي ر	فِعَلَة	N23.5t	fi'al at	xiyarap	2	Noun			ر	ي	خ	
1292	يَتَخَيَّرُ	خ ي ر		V		to select, to choose	2				ر	ي	خ	
1293	ٱخْتَارَ	خ ي ر		VIII		to choose	4				ر	ي	خ	
1294	خِيَاط	خ ي ط	فِعَال	N11.3	fi'aal	xiyaAT	1	Noun			ط	ي	خ	
1295	خَيْط	خ ي ط	فَعْل	N21.1	fa'l	xayoT	2	Noun			ط	ي	خ	
1296	خَيْل	خ ي ل	فَعْل	N21.1z.cl	fa'l	xayol	5	Noun			ل	ي	خ	
1297	مُخْتَال	خ ي ل	مُفْتَعِل	vb.VIII.ap	mufta'il	muxotaAl	3	Adjective (2), Noun (1)			ل	ي	خ	
1298	يُخَيَّلُ	خ ي ل		II		to seem	1				ل	ي	خ	
1299	خِيَام	خ ي م	(فَعْلَة)فِعَال	N21.1z.pl t.s	fi'aal pl of fa'l at	xiyaAm	1	Noun			م	ي	خ	
1300	دَاوُد	دَاوُود	دَاوُود	proper name	Daawood	daAwud	16	Proper noun						
1301	دَأْب	د ا ب	فَعْل	N21.1	fa'l	da>ob	4	Noun			ب	ا	د	
1302	دَأَب	د ا ب	فَعَل	N21.4	fa'al	da>ab	1	Noun			ب	ا	د	
1303	دَآئِبَيْن	د ا ب	(فَاعِل) فَاعِلَيْن	vb.I.ap	faa'il aen.dl	daA^}ibayon	1	Noun			ب	ا	د	
1304	دَآبَّة	د ب ب	فَاعِلَة	vb.I.ptrn.ap.N.t	faa'il at	daA^b~ap	18	Noun			ب	ب	د	
1305	دُبُر	د ب ر	فُعُل	N22.4	fu'ul	dubur	18	Noun			ر	ب	د	
1306	دَابِر	د ب ر	فَاعِل	vb.I.ptrn.ap.N	faa'il	daAbir	4	Noun			ر	ب	د	
1307	مُدَبِّرَٰت	د ب ر	(مُفَعِّلَة) مُفَعِّلَات 	vb.II.ap t	mufa''il aat.pl	mudab~ira`t	1	Noun			ر	ب	د	
1308	مُدْبِر	د ب ر	مُفْعِل	vb.IV.ap	muf'il	mudobir	8	Noun			ر	ب	د	
1309	إِدْبَٰر	د ب ر	إِفْعَال	vb.IV.vn	if'aal	<idoba`r	1	Noun			ر	ب	د	
1310	يُدَبِّرُ	د ب ر		II		to dispose, to arrange	4				ر	ب	د	
1311	أَدْبَرَ	د ب ر		IV		to turn away, to depart	4				ر	ب	د	
1312	يَتَدَبَّرُ	د ب ر		V		to ponder	4				ر	ب	د	
1313	مُدَّثِّر	د ث ر	مُتَفَعِّل	vb.V.ap	mutafa''il	mud~av~ir	1	Noun			ر	ث	د	
1314	دُحُور	د ح ر	فُعُول	N12.2	fu'ool	duHuwr	1	Noun			ر	ح	د	
1315	مَّدْحُور	د ح ر	مَفْعُول	vb.I.pp	maf'ool	m~adoHuwr	3	Noun			ر	ح	د	
1316	مُدْحَضِين	د ح ض	(مُفْعَل) مُفْعَلِين	vb.IV.pp	muf'al een.pl	mudoHaDiyn	1	Noun			ض	ح	د	
1317	يُدْحِضُ	د ح ض		IV		to refute	2				ض	ح	د	
1318	دَاحِضَة	د ح ض 	فَاعِلَة	vb.I.ptrn.ap.N.t	faa'il at	daAHiDap	1	Noun			ض	ح	د	
1319	دَحَىٰ	د ح و		I		to spread	1				و	ح	د	
1320	دَٰخِرُون	د خ ر	(فَاعِل) فَاعِلُون	vb.I.ap	faa'il oon.pl	da`xiruwn	4	Noun			ر	خ	د	
1321	دَخَل	د خ ل	فَعَل	N21.4	fa'al	daxal	2	Noun			ل	خ	د	
1322	دَٰخِلُون	د خ ل	(فَاعِل) فَاعِلُون	vb.I.ap	faa'il oon.pl	da`xiluwn	2	Noun			ل	خ	د	
1323	مُّدْخَل	د خ ل	مُفْعَل	vb.IV.ptrn.pp.N & vb.IV.ptrn.pp.N. plc 	muf'al	m~udoxal	3	Noun			ل	خ	د	
1324	مُدَّخَل	د خ ل	مُفْتَعَل	vb.VIII.ptrn.pp.N. plc	mufta'al	mud~axal	1	Noun			ل	خ	د	
1325	دَخَلَ	د خ ل		I		to enter	76				ل	خ	د	
1326	أُدْخِلَ	د خ ل		IV		to admit	42				ل	خ	د	
1327	دُخَان	د خ ن	فُعَال	N11.2	fu'aal	duxaAn	2	Noun			ن	خ	د	
1328	يَدْرَؤُا۟	د ر ا		I		to avert, to repel, to prevent	4				ا	ر	د	
1329	ٱدَّٰرَٰٔأْ	د ر ا		VI		to dispute	1				ا	ر	د	
1330	دَرَجَة	د ر ج	فَعَلَة	N21.4t	fa'al at	darajap	18	Noun			ج	ر	د	
1331	نَسْتَدْرِجُ	د ر ج		X		to gradually lead	2				ج	ر	د	
1332	مِّدْرَار	د ر ر	مِفْعَال	N18.2	mif'aal	m~idoraAr	3	Noun			ر	ر	د	
1333	دُرِّىّ	د ر ر	فُلِّيّ	N22.2y	full iyy	dur~iY~	1	Adjective			ر	ر	د	
1334	إِدْرِيس	د ر س	 أِفْعِيل	N10.3 proper name	if'eel	<idoriys	2	Proper noun			س	ر	د	
1335	دِرَاسَت	د ر س	فِعَالَة	N11.3t	fi'aal at	diraAsat	1	Noun			س	ر	د	
1336	دَرَسُ	د ر س		I		to study, to learn	5				س	ر	د	
1337	دَّرْك	د ر ك	فَعْل	N21.1	fa'l	d~arok	1	Noun			ك	ر	د	
1338	دَرَك	د ر ك	فَعَل	N21.4	fa'al	darak	1	Noun			ك	ر	د	
1339	مُدْرَكُون	د ر ك	(مُفْعَل) مُفْعَلُون	vb.IV.pp	muf'al oon.pl	mudorakuwn	1	Noun			ك	ر	د	
1340	أَدْرَكَ	د ر ك		IV		to overtake, to grasp	6				ك	ر	د	
1341	ٱدَّٰرَكَ	د ر ك		VI		to overtake, to arrest	3				ك	ر	د	
1342	دَرَٰهِم	د ر ه م	(فِرْعَل) فَرَاعِل	N28.4z.pl	faraa'il pl of fir'al	dara`him	1	Noun		م	ه	ر	د	
1343	تَدْرِى	د ر ي		I		to know	12				ي	ر	د	
1344	أَدْرَىٰ	د ر ي		IV		to make known	17				ي	ر	د	
1345	دُسُر	د س ر	 (فِعَال)  فُعُل	N11.3z.pl	fu'ul pl of fi'aal	dusur	1	Noun			ر	س	د	
1346	يَدُسُّ	د س س		I		to bury	1				س	س	د	
1347	دَسَّىٰ	د س ي		II	According to Mukhtar us Sihah root was actually daal siin siin, in which last siin was converted to ya	to bury	1				ي	س	د	
1348	دَعّ	د ع ع	فَلّ	N21.2	fall	daE~	1	Noun			ع	ع	د	
1349	يَدُعُّ	د ع ع		I		to thrust, to repulse	2				ع	ع	د	
1350	دَعْوَىٰ	د ع و	فَعْلَىٰ	N05.1	fa'laa	daEowaY`	4	Noun			و	ع	د	
1351	دُعَآء	د ع و	فُعَال	N11.2	fu'aal	duEaA^'	22	Noun			و	ع	د	
1352	دَعْوَة	د ع و	فَعْلَة	N21.1t	fa'l at	daEowap	6	Noun			و	ع	د	
1353	دَاعِى	د ع و	فَاعِل	vb.I.ap	faa'il	daAEiY	4	Noun			و	ع	د	
1354	دَّاع	د ع و	فَاعِل	vb.I.ap	faa'il	d~aAE	3	Noun			و	ع	د	
1355	دَعَا	د ع و		I		to call, to invite, to pray	170				و	ع	د	
1356	يَدَّعُ	د ع و		VIII		to call, to ask	3				و	ع	د	
1357	دِفْء	د ف ا	فِعْل	N23.1	fi'l	difo'	1	Noun			ا	ف	د	
1358	دَفْع	د ف ع	فَعْل	N21.1	fa'l	dafoE	2	Noun			ع	ف	د	
1359	دَافِع	د ف ع	فَاعِل	vb.I.ap	faa'il	daAfiE	2	Noun			ع	ف	د	
1360	دَفَعْ	د ف ع		I		to defend, to deliver, to repel	5				ع	ف	د	
1361	يُدَٰفِعُ	د ف ع		III		to defend	1				ع	ف	د	
1362	دَافِق	د ف ق	فَاعِل	vb.I.ap	faa'il	daAfiq	1	Adjective			ق	ف	د	
1363	دَكَّآء	د ك ك	فَعْلَآء	N04.1	fa'laaa.	dak~aA^'	1	Noun			ك	ك	د	
1364	دَكّ	د ك ك	فَلّ	N21.2	fall	dak~	3	Noun			ك	ك	د	
1365	دَكَّة	د ك ك	فَلَّة	N21.2t	fall at	dak~ap	1	Noun			ك	ك	د	
1366	دُكَّتِ	د ك ك		I		to crush, to level	2				ك	ك	د	
1367	دُلُوك	د ل ك	فُعُول	N12.2	fu'ool	duluwk	1	Noun			ك	ل	د	
1368	دَلِيل	د ل ل	فَعِيل	N13.1	fa'eel	daliyl	1	Noun			ل	ل	د	
1369	دَلَّ	د ل ل		I		to indicate, to show, to direct	7				ل	ل	د	
1370	دَلْو	د ل و	فَعْل	N21.1	fa'l	dalow	1	Noun			و	ل	د	
1371	أَدْلَىٰ	د ل و		IV		to present, to let down	2				و	ل	د	
1372	تَدَلَّىٰ	د ل و		V		to come down	1				و	ل	د	
1373	دَمْدَمَ	د م د م		Q.I		to destroy	1			م	د	م	د	
1374	تَدْمِير	د م ر	تَفْعِيل	vb.II.vn	taf'eel	tadomiyr	2	Noun			ر	م	د	
1375	دَمَّرَ	د م ر		II		to destroy	8				ر	م	د	
1376	دَّمْع	د م ع	فَعْل	N21.1z.cl	fa'l	d~amoE	2	Noun			ع	م	د	
1377	يَدْمَغُ	د م غ		I		to break	1				غ	م	د	
1378	دَم	د م ي	فَعْل	N21.1	fa'l (final ya dropped)	dam	10	Noun			ي	م	د	
1379	دِينَار	د ن ر	فِعَّال	N01.3 (2ndry 1st nuun->ya) 	fi''aal (preferred using plural and diminutive patterns) other option is fee'aal	diynaAr	1	Noun			ر	ن	د	
1380	دُّنْيَا	د ن و	فُعْلَا	N05.2	fu'laa (alif maqsura written with alif instead of ya after ya)	d~unoyaA	115	Adjective (74), Noun (41)			و	ن	د	
1381	أَدْنَىٰ	د ن و	أَفْعَل	N06.1 comp/supr	af'al (its f is on pattern fu'laa) 	>adonaY`	12	Noun (10), Adjective (1), Time adverb (1)			و	ن	د	
1382	دَان	د ن و	فَاعِل	vb.I.ap	faa'il	daAn	1	Noun			و	ن	د	
1383	دَانِيَة	د ن و	فَاعِلَة	vb.I.ap t	faa'il at	daAniyap	3	Noun (2), Adjective (1)			و	ن	د	
1384	دَنَا	د ن و		I		to approach, to draw	2				و	ن	د	
1385	دَّهْر	د ه ر	فَعْل	N21.1	fa'l	d~ahor	2	Noun			ر	ه	د	
1386	دِهَاق	د ه ق	فِعَال	N11.3	fi'aal	dihaAq	1	Adjective			ق	ه	د	
1387	مُدْهَآمَّتَان	د ه م	(مُفْعَالَّت) مُفْعَالَّتَان	vb.XI.ptrn.ap.N.t	muf'aall at aan.dl	mudohaA^m~ataAn	1	Noun			م	ه	د	
1388	دِّهَان	د ه ن	فِعَال	N11.3	fi'aal	d~ihaAn	1	Noun			ن	ه	د	
1389	دُّهْن	د ه ن	فُعْل	N22.1	fu'l	d~uhon	1	Noun			ن	ه	د	
1390	مُّدْهِنُون	د ه ن	(مُفْعِل) مُفْعِلُون	vb.IV.ap	muf'il oon.pl	m~udohinuwn	1	Noun			ن	ه	د	
1391	يُدْهِنُ	د ه ن		IV		to compromise	2				ن	ه	د	
1392	أَدْهَىٰ	د ه ي	أَفْعَل	N06.1 comp/supr	af'al	>adohaY`	1	Adjective			ي	ه	د	
1393	دَيَّار	د و ر	فَعَّال	N01.1	fa''aal	day~aAr	1	Noun			ر	و	د	
1394	دَار	د و ر	فَال	N21.3	faal	daAr	48	Noun			ر	و	د	
1395	دَّوَآئِر	د و ر	(فَاعِلَة) فَوَاعِل	vb.I.ap z.pl t.s	fawaa'il pl of faa'il at	d~awaA^}ir	1	Noun			ر	و	د	
1396	دَآئِرَة	د و ر	فَاعِلَة	vb.I.ptrn.ap.N.t	faa'il at	daA^}irap	3	Noun			ر	و	د	
1397	تَدُورُ	د و ر		I		to revolve	1				ر	و	د	
1398	تُدِيرُ	د و ر		IV		to carry out	1				ر	و	د	
1399	دُولَة	د و ل	فُولَة	N22.3t	fuul at	duwlap	1	Noun			ل	و	د	
1400	نُدَاوِلُ	د و ل		III		to alternate	1				ل	و	د	
1401	دَآئِم	د و م	فَاعِل	vb.I.ap	faa'il	daA^}im	2	Noun			م	و	د	
1402	دَامُ	د و م		I		to be as long as	7				م	و	د	
1403	دُون	د و ن	فُول	N22.3	fuul	duwn	144	Noun (135), Location adverb (9)			ن	و	د	
1404	دَيْن	د ي ن	فَعْل	N21.1	fa'l	dayon	5	Noun			ن	ي	د	
1405	دِين	د ي ن	فِيل	N23.3	feel	diyn	92	Noun			ن	ي	د	
1406	مَدِينِين	د ي ن	(مَفْعِيل) مَفْعِيلِين	vb.I.pp	maf'eel een.pl	madiyniyn	2	Noun			ن	ي	د	
1407	يَدِينُ	د ي ن		I		to acknowledge	1				ن	ي	د	
1408	تَدَايَن	د ي ن		VI		to contract	1				ن	ي	د	
1409	ذَٰلِك	ذَٰلِك	ذَٰلِك	pronoun demonstrative	zaalika	*a`lik	520	Demonstrative pronoun						
1410	ذَٰنِك	ذَٰنِك	ذَٰنِك	Miscellaneous	zaanika	*a`nik	1	Demonstrative pronoun						
1411	ذَا	ذَا	ذَا	Miscellaneous	zaa	*aA	23	Noun (18), Demonstrative pronoun (5)						
1412	ذُو	ذُو	ذُو	Miscellaneous	zu	*uw	93	Noun (90), Location adverb (2), Adjective (1)						
1413	ذِّئْب	ذ ا ب	فِعْل	N23.1	fi'l	*~i}ob	3	Noun			ب	ا	ذ	
1414	مَذْءُوم	ذ ا م	مَفْعُول	vb.I.pp	maf'ool	ma*o'uwm	1	Noun			م	ا	ذ	
1415	ذُبَاب	ذ ب ب	فُعَال	N11.2	fu'aal	*ubaAb	2	Noun			ب	ب	ذ	
1416	ذِبْح	ذ ب ح	فِعْل	N23.1	fi'l	*iboH	1	Noun			ح	ب	ذ	
1417	ذُبِحَ	ذ ب ح		I		to slaughter, to sacrifice	5				ح	ب	ذ	
1418	يُذَبِّحُ	ذ ب ح		II		to slaughter	3				ح	ب	ذ	
1419	مُّذَبْذَبِين	ذ ب ذ ب	(مُفَلْفَل)مُفَلْفَلِين	vbQ.I.pp	mufalfal een.pl	m~u*abo*abiyn	1	Noun		ب	ذ	ب	ذ	
1420	تَدَّخِرُ	ذ خ ر		VIII		to store	1				ر	خ	ذ	
1421	ذَرَأَ	ذ ر ا		I		to create, to produce, to multiply	6				ا	ر	ذ	
1422	ذَرَّة	ذ ر ر	فَلَّة	N21.2t	fall at	*ar~ap	6	Noun			ر	ر	ذ	
1423	ذُرِّيَّة	ذ ر ر	فُلِّيَّة	N22.2yt	full iyyat	*ur~iy~ap	28	Noun			ر	ر	ذ	
1424	ذُرِّيَّٰت	ذ ر ر	 (فُلِّيَّة) فُلِّيَّات	N22.2z.pl yt	full iyyaat pl of full iyyat	*ur~iy~a`t	4	Noun			ر	ر	ذ	
1425	ذِرَاع	ذ ر ع	فِعَال	N11.3	fi'aal	*iraAE	2	Noun			ع	ر	ذ	
1426	ذَرْع	ذ ر ع	فَعْل	N21.1	fa'l	*aroE	3	Noun			ع	ر	ذ	
1427	ذَرْو	ذ ر و	فَعْل	N21.1	fa'l	*arow	1	Noun			و	ر	ذ	
1428	ذَّٰرِيَٰت	ذ ر و	(فَاعِلَة) فَاعِلَات	vb.I.ap t	faa'il aat.pl	*~a`riya`t	1	Noun			و	ر	ذ	
1429	تَذْرُو	ذ ر و		I		to scatter	1				و	ر	ذ	
1430	مُذْعِنِين	ذ ع ن	(مُفْعِل) مُفْعِلِين	vb.IV.ap	muf'il een.pl	mu*oEiniyn	1	Noun			ن	ع	ذ	
1431	أَذْقَان	ذ ق ن	(فَعَل) أَفْعَال	N21.4z.pl	af'aal pl of fa'al	>a*oqaAn	3	Noun			ن	ق	ذ	
1432	ذِكْرَىٰ	ذ ك ر	فِعْلَىٰ	N05.3	fi'laa	*ikoraY`	23	Noun			ر	ك	ذ	
1433	ذَكَر	ذ ك ر	فَعَل	N21.4	fa'al	*akar	18	Noun			ر	ك	ذ	
1434	ذِكْر	ذ ك ر	فِعْل	N23.1	fi'l	*ikor	76	Noun			ر	ك	ذ	
1435	ذَّٰكِرِين	ذ ك ر	(فَاعِل) فَاعِلِين	vb.I.ap	faa'il een.pl	*~a`kiriyn	2	Noun			ر	ك	ذ	
1436	ذَّٰكِرَٰت	ذ ك ر	(فَاعِلَة) فَاعِلَات	vb.I.ap t.f	faa'il aat.pl	*~a`kira`t	1	Noun			ر	ك	ذ	
1437	مَّذْكُور	ذ ك ر	مَفْعُول	vb.I.pp	maf'ool	m~a*okuwr	1	Adjective			ر	ك	ذ	
1438	مُذَكِّر	ذ ك ر	مُفَعِّل	vb.II.ap	mufa''il	mu*ak~ir	1	Noun			ر	ك	ذ	
1439	تَذْكِير	ذ ك ر	تَفْعِيل	vb.II.vn	taf'eel	ta*okiyr	1	Noun			ر	ك	ذ	
1440	تَذْكِرَة	ذ ك ر	تَفْعِلَة	vb.II.vn t	taf'il at	ta*okirap	9	Noun			ر	ك	ذ	
1441	مُّدَّكِر	ذ ك ر	مُفْتَعِل	vb.VIII.ap	mufta'il	m~ud~akir	6	Noun			ر	ك	ذ	
1442	ذَكَرَ	ذ ك ر		I		to remember, to mention	84				ر	ك	ذ	
1443	ذُكِّرَ	ذ ك ر		II		to remind	18				ر	ك	ذ	
1444	تَذَكَّرَ	ذ ك ر		V		to receive admonition	51				ر	ك	ذ	
1445	ٱدَّكَرَ	ذ ك ر		VIII		to remember	1				ر	ك	ذ	
1446	ذَكَّيْ	ذ ك و		II		to slaughter	1				و	ك	ذ	
1447	أَذَلّ	ذ ل ل	أَفْعَل	N06.1 comp/supr	af'al	>a*al~	2	Noun			ل	ل	ذ	
1448	ذَلُول	ذ ل ل	فَعُول	N12.1	fa'ool	*aluwl	2	Adjective (1), Noun (1)			ل	ل	ذ	
1449	أَذِلَّة	ذ ل ل	(فَعِيل) أَفْعِلَة	N13.1z.pl t.p	af'il at pl of fa'eel	>a*il~ap	4	Noun (2), Adjective (2)			ل	ل	ذ	
1450	ذُّلّ	ذ ل ل	فُلّ	N22.2	full	*~ul~	3	Noun			ل	ل	ذ	
1451	ذُلُل	ذ ل ل	فُعُل	N22.4	fu'ul	*ulul	1	Noun			ل	ل	ذ	
1452	ذِلَّة	ذ ل ل	فِلَّة	N23.2t	fill at	*il~ap	7	Noun			ل	ل	ذ	
1453	تَذْلِيل	ذ ل ل	تَفْعِيل	vb.II.vn	taf'eel	ta*oliyl	1	Noun			ل	ل	ذ	
1454	نَّذِلَّ	ذ ل ل		I		to humiliate	1				ل	ل	ذ	
1455	ذُلِّلَتْ	ذ ل ل		II		to tame	2				ل	ل	ذ	
1456	تُذِلُّ	ذ ل ل		IV		to humiliate	1				ل	ل	ذ	
1457	ذِمَّة	ذ م م	فِلَّة	N23.2t	fill at	*im~ap	2	Noun			م	م	ذ	
1458	مَذْمُوم	ذ م م	مَفْعُول	vb.I.pp	maf'ool	ma*omuwm	3	Noun			م	م	ذ	
1459	ذَنُوب	ذ ن ب	فَعُول	N12.1	fa'ool	*anuwb	2	Noun			ب	ن	ذ	
1460	ذَنب	ذ ن ب	فَعْل	N21.1	fa'l	*anb	37	Noun			ب	ن	ذ	
1461	ذَهَاب	ذ ه ب	فَعَال	N11.1	fa'aal	*ahaAb	1	Noun			ب	ه	ذ	
1462	ذَهَب	ذ ه ب	فَعَل	N21.4z.cl.gn	fa'al	*ahab	8	Noun			ب	ه	ذ	
1463	ذَاهِب	ذ ه ب	فَاعِل	vb.I.ap	faa'il	*aAhib	1	Noun			ب	ه	ذ	
1464	ذَهَبَ	ذ ه ب		I		to go, to take away	35				ب	ه	ذ	
1465	أَذْهَبَ	ذ ه ب		IV		to remove, to take away	11				ب	ه	ذ	
1466	تَذْهَلُ	ذ ه ل		I		to forget	1				ل	ه	ذ	
1467	تَذُودَ	ذ و د		I		to keep back	1				د	و	ذ	
1468	ذَآئِقُوا	ذ و ق	(فَاعِل) فَاعِلُوا	vb.I.ap	faa'il oo.pl	*aA^}iquwA	2	Noun			ق	و	ذ	
1469	ذَآئِقَة	ذ و ق	فَاعِلَة	vb.I.ap t	faa'il at	*aA^}iqap	3	Noun			ق	و	ذ	
1470	ذَاقُ	ذ و ق		I		to taste	36				ق	و	ذ	
1471	أَذَاقَ	ذ و ق		IV		to cause taste	22				ق	و	ذ	
1472	أَذَاعُ	ذ ي ع		IV		to spread	1				ع	ي	ذ	
1473	رُّب	رُ بَمَا	رُ بَمَا	Miscellaneous	rubamaa	r~ub	1	Noun						
1474	رُّوم	رُّوم	رُّوم	proper name	Ruum	r~uwm	1	Proper noun						
1475	رَأْس	ر ا س	فَعْل	N21.1	fa'l	ra>os	18	Noun			س	ا	ر	
1476	رَءُوف	ر ا ف	فَعُول	N12.1	fa'ool	ra'uwf	11	Noun (10), Adjective (1)			ف	ا	ر	
1477	رَأْفَة	ر ا ف	فَعْلَة	N21.1t	fa'l at	ra>ofap	2	Noun			ف	ا	ر	
1478	رُّءْيَا	ر ا ي	فُعْلَا	N05.2	fu'laa	r~u'oyaA	7	Noun			ي	ا	ر	
1479	رِئَآء	ر ا ي	فِعَال	N11.3 vb.III.vn	fi'aal	ri}aA^'	3	Noun			ي	ا	ر	
1480	رَأْى	ر ا ي	فَعْل	N21.1	fa'l	ra>oY	2	Noun			ي	ا	ر	
1481	رِءْي	ر ا ي	فِعْل	N23.1	fi'l	ri'oy	1	Noun			ي	ا	ر	
1482	رَءَا	ر ا ي		I		to see	271				ي	ا	ر	
1483	يُرَآءُ	ر ا ي		III		to show off	2				ي	ا	ر	
1484	أَرَيْ	ر ا ي		IV		to show	40				ي	ا	ر	
1485	تَرَآءَتِ	ر ا ي		VI		to come in sight	2				ي	ا	ر	
1486	رَبَّٰنِيِّن	ر ب ب	 (فَعْلَانِيّ) فَعْلَانِيِّين	N03.1y	fa'laan iyy een.pl	rab~a`niy~in	3	Noun			ب	ب	ر	
1487	رَبَٰٓئِب	ر ب ب	(فَعِيلَة) فَعَآئِل	N13.1z.pl.f t.s	fa'aaa.il pl of fa'eel at	raba`^}ib	1	Noun			ب	ب	ر	
1488	رَبّ	ر ب ب	فَلّ	N21.2	fall (Note that since same letter is there in ayn and laam i.e. 2nd and 3rd letter of root so in pattern, I have used laam twice)	rab~	975	Noun			ب	ب	ر	
1489	رِبِّيُّون	ر ب ب	(فِلِّيّ) فِلِّيُّون	N23.2y	fill iyy oon.pl	rib~iy~uwn	1	Noun			ب	ب	ر	
1490	رَبِحَت	ر ب ح		I		to profit	1				ح	ب	ر	
1491	مُّتَرَبِّص	ر ب ص	مُتَفَعِّل	vb.V.ap	mutafa''il	m~utarab~iS	3	Noun			ص	ب	ر	
1492	تَرَبُّص	ر ب ص	تَفَعُّل	vb.V.vn	tafa''ul	tarab~uS	1	Noun			ص	ب	ر	
1493	تَرَبَّصْ	ر ب ص		V		to await	13				ص	ب	ر	
1494	رِّبَاط	ر ب ط	فِعَال	N11.3 vb.III.vn	fi'aal	r~ibaAT	1	Noun			ط	ب	ر	
1495	رَّبَطْ	ر ب ط		I		to strengthen, to make firm	3				ط	ب	ر	
1496	رَابِطُ	ر ب ط		III		to be constant	1				ط	ب	ر	
1497	أَرْبَع	ر ب ع	أَفْعَل	N06.1 n.nmb	af'al	>arobaE	7	Noun (6), Time adverb (1)			ع	ب	ر	
1498	أَرْبَعَة	ر ب ع	أَفْعَلَة	N06.1t n.nmb	af'al at	>arobaEap	9	Noun			ع	ب	ر	
1499	رُبَٰع	ر ب ع	فُعَال	N11.2	fu'aal	ruba`E	2	Noun			ع	ب	ر	
1500	رُّبُع	ر ب ع	فُعُل	N22.4	fu'ul	r~ubuE	2	Noun			ع	ب	ر	
1501	رَابِع	ر ب ع	فَاعِل	vb.I.ptrn.ap.N	faa'il	raAbiE	2	Noun			ع	ب	ر	
1502	رِّبَوٰا	ر ب و	فِعَال	N11.3	fi'aal (due to alif after waw instead of only alif or only waw proounced as alif, but according to some pattern is fi'al. If the word from this root coming in 30:39 is taken as a different pattern word, then opinion 1 may hold, otherwise if it is only considered the same word with tanween, then opinion 2 may hold. Users should verify this further)	r~ibaw`A	7	Noun			و	ب	ر	
1503	رَبْوَة	ر ب و	فَعْلَة	N21.1t	fa'l at	rabowap	2	Noun			و	ب	ر	
1504	رِّب	ر ب و	فِعَل	N23.5	fi'al	r~ib	1	Noun			و	ب	ر	
1505	رَّابِي	ر ب و	فَاعِل	vb.I.ap	faa'il	r~aAbiy	1	Noun			و	ب	ر	
1506	رَّابِيَة	ر ب و	فَاعِلَة	vb.I.ap t	faa'il at	r~aAbiyap	1	Adjective			و	ب	ر	
1507	رَبَتْ	ر ب و		I		to increase, to swell	4				و	ب	ر	
1508	رَبَّيَ	ر ب و		II		to bring up	2				و	ب	ر	
1509	أَرْبَىٰ	ر ب و	أَفْعَل/يُفْعِلُ	IV & N06.1 comp/supr 	af'al / yuf'ilu i.e. on corpus page, 1 word is comp/supr and 1 word is IV	to increase, to make numerous	2				و	ب	ر	
1510	يَرْتَعْ	ر ت ع		I		to enjoy	1				ع	ت	ر	
1511	رَتْق	ر ت ق	فَعْل	N21.1	fa'l	ratoq	1	Noun			ق	ت	ر	
1512	تَرْتِيل	ر ت ل	تَفْعِيل	vb.II.vn	taf'eel	tarotiyl	2	Noun			ل	ت	ر	
1513	رَتَّلْ	ر ت ل		II		to recite	2				ل	ت	ر	
1514	رَجّ	ر ج ج	فَلّ	N21.2	fall	raj~	1	Noun			ج	ج	ر	
1515	رُجَّتِ	ر ج ج		I		to shake	1				ج	ج	ر	
1516	رُّجْز	ر ج ز	فُعْل	N22.1	fu'l	r~ujoz	1	Noun			ز	ج	ر	
1517	رِجْز	ر ج ز	فِعْل	N23.1	fi'l	rijoz	9	Noun			ز	ج	ر	
1518	رِجْس	ر ج س	فِعْل	N23.1	fi'l	rijos	10	Noun			س	ج	ر	
1519	رُّجْعَىٰٓ	ر ج ع	فُعْلَىٰ	N05.2	fu'laa	r~ujoEaY`^	1	Noun			ع	ج	ر	
1520	مَرْجِع	ر ج ع	مَفْعِل	N19.2	maf'il	marojiE	16	Noun			ع	ج	ر	
1521	رَجْع	ر ج ع	فَعْل	N21.1	fa'l	rajoE	3	Noun			ع	ج	ر	
1522	رَٰجِعُون	ر ج ع	(فَاعِل) فَاعِلُون	vb.I.ap	faa'il oon.pl	ra`jiEuwn	4	Noun			ع	ج	ر	
1523	رَجَعَ	ر ج ع		I		to return	79				ع	ج	ر	
1524	يَتَرَاجَعَ	ر ج ع		VI		to return	1				ع	ج	ر	
1525	رَّجْفَة	ر ج ف	فَعْلَة	N21.1t	fa'l at	r~ajofap	4	Noun			ف	ج	ر	
1526	رَّاجِفَة	ر ج ف	فَاعِلَة	vb.I.ap t	faa'il at	r~aAjifap	1	Noun			ف	ج	ر	
1527	مُرْجِفُون	ر ج ف	(مُفْعِل) مُفْعِلُون	vb.IV.ap	muf'il oon.pl	murojifuwn	1	Noun			ف	ج	ر	
1528	تَرْجُفُ	ر ج ف		I		to quake	2				ف	ج	ر	
1529	رَجُل	ر ج ل	فَعُل	N21.5	fa'ul	rajul	29	Noun			ل	ج	ر	
1530	رَجِل	ر ج ل	فَعِل	N21.6z.cl	fa'il	rajil	1	Noun			ل	ج	ر	
1531	رِجْل	ر ج ل	فِعْل	N23.1	fi'l	rijol	15	Noun			ل	ج	ر	
